"";"ModelNumber";"Model";"Run";"Successes";"Successes_A";"Successes_B";"Allocated_A";"Allocated_B"
"395";"4. Rosenberger known";"4. Rosenberger known";66;541;42;499;148;852
"396";"5. Optimal adjusted";"5. Optimal adjusted";66;386;109;277;545;455
"397";"1. Random";"1. Random";67;398;96;302;506;494
"398";"6. Biased  coin";"6. Biased  coin";67;407;92;315;500;500
"399";"2. Neyman known";"2. Neyman known";67;432;89;343;469;531
"400";"3. RSIHR Known";"3. RSIHR Known";67;461;74;387;367;633
"401";"4. Rosenberger known";"4. Rosenberger known";67;573;39;534;148;852
"402";"5. Optimal adjusted";"5. Optimal adjusted";67;379;107;272;539;461
"403";"1. Random";"1. Random";68;420;101;319;480;520
"404";"6. Biased  coin";"6. Biased  coin";68;406;103;303;502;500
"405";"2. Neyman known";"2. Neyman known";68;438;89;349;429;571
"406";"3. RSIHR Known";"3. RSIHR Known";68;469;68;401;362;638
"407";"4. Rosenberger known";"4. Rosenberger known";68;544;29;515;157;843
"408";"5. Optimal adjusted";"5. Optimal adjusted";68;400;119;281;548;452
"409";"1. Random";"1. Random";69;414;112;302;517;483
"410";"6. Biased  coin";"6. Biased  coin";69;407;101;306;500;500
"411";"2. Neyman known";"2. Neyman known";69;441;102;339;451;549
"412";"3. RSIHR Known";"3. RSIHR Known";69;468;66;402;364;636
"413";"4. Rosenberger known";"4. Rosenberger known";69;564;28;536;122;878
"414";"5. Optimal adjusted";"5. Optimal adjusted";69;399;121;278;542;458
"415";"1. Random";"1. Random";70;408;99;309;492;508
"416";"6. Biased  coin";"6. Biased  coin";70;383;88;295;500;501
"417";"2. Neyman known";"2. Neyman known";70;415;80;335;453;547
"418";"3. RSIHR Known";"3. RSIHR Known";70;430;51;379;374;626
"419";"4. Rosenberger known";"4. Rosenberger known";70;566;37;529;147;853
"420";"5. Optimal adjusted";"5. Optimal adjusted";70;379;92;287;544;456
"421";"1. Random";"1. Random";71;394;88;306;487;513
"422";"6. Biased  coin";"6. Biased  coin";71;380;92;288;501;500
"423";"2. Neyman known";"2. Neyman known";71;404;81;323;433;567
"424";"3. RSIHR Known";"3. RSIHR Known";71;450;63;387;366;634
"425";"4. Rosenberger known";"4. Rosenberger known";71;562;31;531;123;877
"426";"5. Optimal adjusted";"5. Optimal adjusted";71;396;106;290;531;469
"427";"1. Random";"1. Random";72;431;95;336;474;526
"428";"6. Biased  coin";"6. Biased  coin";72;436;113;323;501;500
"429";"2. Neyman known";"2. Neyman known";72;416;82;334;454;546
"430";"3. RSIHR Known";"3. RSIHR Known";72;465;75;390;354;646
"431";"4. Rosenberger known";"4. Rosenberger known";72;540;27;513;169;831
"432";"5. Optimal adjusted";"5. Optimal adjusted";72;378;111;267;542;458
"433";"1. Random";"1. Random";73;426;97;329;493;507
"434";"6. Biased  coin";"6. Biased  coin";73;388;82;306;499;501
"435";"2. Neyman known";"2. Neyman known";73;440;83;357;422;578
"436";"3. RSIHR Known";"3. RSIHR Known";73;437;60;377;376;624
"437";"4. Rosenberger known";"4. Rosenberger known";73;569;35;534;148;852
"438";"5. Optimal adjusted";"5. Optimal adjusted";73;379;102;277;540;460
"439";"1. Random";"1. Random";74;389;98;291;494;506
"440";"6. Biased  coin";"6. Biased  coin";74;373;88;285;499;502
"441";"2. Neyman known";"2. Neyman known";74;416;84;332;429;571
"442";"3. RSIHR Known";"3. RSIHR Known";74;431;61;370;355;645
"443";"4. Rosenberger known";"4. Rosenberger known";74;532;47;485;165;835
"444";"5. Optimal adjusted";"5. Optimal adjusted";74;378;111;267;537;463
"445";"1. Random";"1. Random";75;410;104;306;500;500
"446";"6. Biased  coin";"6. Biased  coin";75;407;104;303;502;498
"447";"2. Neyman known";"2. Neyman known";75;411;80;331;454;546
"448";"3. RSIHR Known";"3. RSIHR Known";75;463;99;364;396;604
"449";"4. Rosenberger known";"4. Rosenberger known";75;552;29;523;136;864
"450";"5. Optimal adjusted";"5. Optimal adjusted";75;370;102;268;539;461
"451";"1. Random";"1. Random";76;389;106;283;505;495
"452";"6. Biased  coin";"6. Biased  coin";76;383;94;289;499;501
"453";"2. Neyman known";"2. Neyman known";76;411;105;306;461;539
"454";"3. RSIHR Known";"3. RSIHR Known";76;438;82;356;372;628
"455";"4. Rosenberger known";"4. Rosenberger known";76;516;37;479;166;834
"456";"5. Optimal adjusted";"5. Optimal adjusted";76;400;101;299;501;499
"457";"1. Random";"1. Random";77;431;111;320;495;505
"458";"6. Biased  coin";"6. Biased  coin";77;410;113;297;499;502
"459";"2. Neyman known";"2. Neyman known";77;405;98;307;482;518
"460";"3. RSIHR Known";"3. RSIHR Known";77;462;81;381;374;626
"461";"4. Rosenberger known";"4. Rosenberger known";77;545;28;517;160;840
"462";"5. Optimal adjusted";"5. Optimal adjusted";77;392;117;275;541;459
"463";"1. Random";"1. Random";78;380;91;289;517;483
"464";"6. Biased  coin";"6. Biased  coin";78;389;93;296;501;500
"465";"2. Neyman known";"2. Neyman known";78;409;87;322;460;540
"466";"3. RSIHR Known";"3. RSIHR Known";78;468;78;390;353;647
"467";"4. Rosenberger known";"4. Rosenberger known";78;529;18;511;137;863
"468";"5. Optimal adjusted";"5. Optimal adjusted";78;363;93;270;521;479
"469";"1. Random";"1. Random";79;395;92;303;497;503
"470";"6. Biased  coin";"6. Biased  coin";79;414;105;309;500;500
"471";"2. Neyman known";"2. Neyman known";79;430;83;347;432;568
"472";"3. RSIHR Known";"3. RSIHR Known";79;451;75;376;383;617
"473";"4. Rosenberger known";"4. Rosenberger known";79;557;30;527;130;870
"474";"5. Optimal adjusted";"5. Optimal adjusted";79;405;105;300;515;485
"475";"1. Random";"1. Random";80;366;83;283;511;489
"476";"6. Biased  coin";"6. Biased  coin";80;393;87;306;501;501
"477";"2. Neyman known";"2. Neyman known";80;428;97;331;457;543
"478";"3. RSIHR Known";"3. RSIHR Known";80;455;83;372;385;615
"479";"4. Rosenberger known";"4. Rosenberger known";80;559;31;528;131;869
"480";"5. Optimal adjusted";"5. Optimal adjusted";80;366;98;268;546;454
"481";"1. Random";"1. Random";81;413;105;308;492;508
"482";"6. Biased  coin";"6. Biased  coin";81;389;91;298;500;500
"483";"2. Neyman known";"2. Neyman known";81;439;97;342;452;548
"484";"3. RSIHR Known";"3. RSIHR Known";81;463;80;383;369;631
"485";"4. Rosenberger known";"4. Rosenberger known";81;547;30;517;148;852
"486";"5. Optimal adjusted";"5. Optimal adjusted";81;396;92;304;499;501
"487";"1. Random";"1. Random";82;406;97;309;488;512
"488";"6. Biased  coin";"6. Biased  coin";82;388;96;292;501;500
"489";"2. Neyman known";"2. Neyman known";82;391;88;303;463;537
"490";"3. RSIHR Known";"3. RSIHR Known";82;433;71;362;381;619
"491";"4. Rosenberger known";"4. Rosenberger known";82;538;28;510;132;868
"492";"5. Optimal adjusted";"5. Optimal adjusted";82;388;105;283;532;468
"493";"1. Random";"1. Random";83;386;96;290;526;474
"494";"6. Biased  coin";"6. Biased  coin";83;393;95;298;502;500
"495";"2. Neyman known";"2. Neyman known";83;436;92;344;448;552
"496";"3. RSIHR Known";"3. RSIHR Known";83;469;69;400;372;628
"497";"4. Rosenberger known";"4. Rosenberger known";83;570;37;533;144;856
"498";"5. Optimal adjusted";"5. Optimal adjusted";83;388;116;272;556;444
"499";"1. Random";"1. Random";84;393;98;295;495;505
"500";"6. Biased  coin";"6. Biased  coin";84;391;96;295;502;499
"501";"2. Neyman known";"2. Neyman known";84;425;76;349;437;563
"502";"3. RSIHR Known";"3. RSIHR Known";84;442;61;381;349;651
"503";"4. Rosenberger known";"4. Rosenberger known";84;533;24;509;161;839
"504";"5. Optimal adjusted";"5. Optimal adjusted";84;387;99;288;535;465
"505";"1. Random";"1. Random";85;411;93;318;485;515
"506";"6. Biased  coin";"6. Biased  coin";85;410;101;309;501;499
"507";"2. Neyman known";"2. Neyman known";85;429;85;344;446;554
"508";"3. RSIHR Known";"3. RSIHR Known";85;438;52;386;362;638
"509";"4. Rosenberger known";"4. Rosenberger known";85;567;32;535;149;851
"510";"5. Optimal adjusted";"5. Optimal adjusted";85;383;95;288;525;475
"511";"1. Random";"1. Random";86;408;95;313;496;504
"512";"6. Biased  coin";"6. Biased  coin";86;417;113;304;501;499
"513";"2. Neyman known";"2. Neyman known";86;438;99;339;445;555
"514";"3. RSIHR Known";"3. RSIHR Known";86;475;74;401;338;662
"515";"4. Rosenberger known";"4. Rosenberger known";86;561;31;530;132;868
"516";"5. Optimal adjusted";"5. Optimal adjusted";86;388;115;273;550;450
"517";"1. Random";"1. Random";87;372;99;273;508;492
"518";"6. Biased  coin";"6. Biased  coin";87;390;94;296;501;501
"519";"2. Neyman known";"2. Neyman known";87;418;92;326;448;552
"520";"3. RSIHR Known";"3. RSIHR Known";87;432;65;367;369;631
"521";"4. Rosenberger known";"4. Rosenberger known";87;508;22;486;142;858
"522";"5. Optimal adjusted";"5. Optimal adjusted";87;379;93;286;514;486
"523";"1. Random";"1. Random";88;402;106;296;522;478
"524";"6. Biased  coin";"6. Biased  coin";88;406;91;315;503;500
"525";"2. Neyman known";"2. Neyman known";88;424;86;338;424;576
"526";"3. RSIHR Known";"3. RSIHR Known";88;443;61;382;345;655
"527";"4. Rosenberger known";"4. Rosenberger known";88;543;26;517;129;871
"528";"5. Optimal adjusted";"5. Optimal adjusted";88;386;104;282;537;463
"529";"1. Random";"1. Random";89;406;108;298;522;478
"530";"6. Biased  coin";"6. Biased  coin";89;413;106;307;499;501
"531";"2. Neyman known";"2. Neyman known";89;416;100;316;450;550
"532";"3. RSIHR Known";"3. RSIHR Known";89;458;79;379;390;610
"533";"4. Rosenberger known";"4. Rosenberger known";89;561;28;533;122;878
"534";"5. Optimal adjusted";"5. Optimal adjusted";89;403;107;296;520;480
"535";"1. Random";"1. Random";90;367;85;282;526;474
"536";"6. Biased  coin";"6. Biased  coin";90;403;97;306;500;500
"537";"2. Neyman known";"2. Neyman known";90;405;72;333;455;545
"538";"3. RSIHR Known";"3. RSIHR Known";90;470;65;405;337;663
"539";"4. Rosenberger known";"4. Rosenberger known";90;543;31;512;138;862
"540";"5. Optimal adjusted";"5. Optimal adjusted";90;374;96;278;535;465
"541";"1. Random";"1. Random";91;398;101;297;509;491
"542";"6. Biased  coin";"6. Biased  coin";91;400;102;298;502;500
"543";"2. Neyman known";"2. Neyman known";91;403;88;315;446;554
"544";"3. RSIHR Known";"3. RSIHR Known";91;452;77;375;377;623
"545";"4. Rosenberger known";"4. Rosenberger known";91;544;24;520;137;863
"546";"5. Optimal adjusted";"5. Optimal adjusted";91;394;99;295;504;496
"547";"1. Random";"1. Random";92;388;92;296;513;487
"548";"6. Biased  coin";"6. Biased  coin";92;408;100;308;502;499
"549";"2. Neyman known";"2. Neyman known";92;456;91;365;435;565
"550";"3. RSIHR Known";"3. RSIHR Known";92;466;85;381;366;634
"551";"4. Rosenberger known";"4. Rosenberger known";92;546;33;513;156;844
"552";"5. Optimal adjusted";"5. Optimal adjusted";92;387;110;277;543;457
"553";"1. Random";"1. Random";93;393;105;288;525;475
"554";"6. Biased  coin";"6. Biased  coin";93;408;101;307;502;498
"555";"2. Neyman known";"2. Neyman known";93;410;91;319;462;538
"556";"3. RSIHR Known";"3. RSIHR Known";93;449;85;364;391;609
"557";"4. Rosenberger known";"4. Rosenberger known";93;550;29;521;153;847
"558";"5. Optimal adjusted";"5. Optimal adjusted";93;409;105;304;514;486
"559";"1. Random";"1. Random";94;411;99;312;508;492
"560";"6. Biased  coin";"6. Biased  coin";94;389;88;301;502;500
"561";"2. Neyman known";"2. Neyman known";94;429;79;350;419;581
"562";"3. RSIHR Known";"3. RSIHR Known";94;463;68;395;362;638
"563";"4. Rosenberger known";"4. Rosenberger known";94;538;30;508;163;837
"564";"5. Optimal adjusted";"5. Optimal adjusted";94;409;110;299;531;469
"565";"1. Random";"1. Random";95;408;100;308;491;509
"566";"6. Biased  coin";"6. Biased  coin";95;400;94;306;501;499
"567";"2. Neyman known";"2. Neyman known";95;434;76;358;419;581
"568";"3. RSIHR Known";"3. RSIHR Known";95;469;66;403;352;648
"569";"4. Rosenberger known";"4. Rosenberger known";95;553;16;537;136;864
"570";"5. Optimal adjusted";"5. Optimal adjusted";95;392;100;292;526;474
"571";"1. Random";"1. Random";96;397;104;293;506;494
"572";"6. Biased  coin";"6. Biased  coin";96;413;101;312;500;500
"573";"2. Neyman known";"2. Neyman known";96;424;88;336;427;573
"574";"3. RSIHR Known";"3. RSIHR Known";96;449;70;379;370;630
"575";"4. Rosenberger known";"4. Rosenberger known";96;545;30;515;140;860
"576";"5. Optimal adjusted";"5. Optimal adjusted";96;386;109;277;554;446
"577";"1. Random";"1. Random";97;376;91;285;515;485
"578";"6. Biased  coin";"6. Biased  coin";97;394;95;299;503;499
"579";"2. Neyman known";"2. Neyman known";97;401;77;324;427;573
"580";"3. RSIHR Known";"3. RSIHR Known";97;458;69;389;344;656
"581";"4. Rosenberger known";"4. Rosenberger known";97;539;27;512;132;868
"582";"5. Optimal adjusted";"5. Optimal adjusted";97;388;103;285;536;464
"583";"1. Random";"1. Random";98;400;93;307;484;516
"584";"6. Biased  coin";"6. Biased  coin";98;395;96;299;506;497
"585";"2. Neyman known";"2. Neyman known";98;393;76;317;454;546
"586";"3. RSIHR Known";"3. RSIHR Known";98;433;71;362;368;632
"587";"4. Rosenberger known";"4. Rosenberger known";98;527;33;494;159;841
"588";"5. Optimal adjusted";"5. Optimal adjusted";98;385;121;264;560;440
"589";"1. Random";"1. Random";99;381;90;291;503;497
"590";"6. Biased  coin";"6. Biased  coin";99;381;91;290;500;500
"591";"2. Neyman known";"2. Neyman known";99;398;89;309;452;548
"592";"3. RSIHR Known";"3. RSIHR Known";99;426;70;356;382;618
"593";"4. Rosenberger known";"4. Rosenberger known";99;516;27;489;166;834
"594";"5. Optimal adjusted";"5. Optimal adjusted";99;362;85;277;521;479
"595";"1. Random";"1. Random";100;395;106;289;519;481
"596";"6. Biased  coin";"6. Biased  coin";100;428;120;308;500;500
"597";"2. Neyman known";"2. Neyman known";100;446;107;339;455;545
"598";"3. RSIHR Known";"3. RSIHR Known";100;463;80;383;363;637
"599";"4. Rosenberger known";"4. Rosenberger known";100;556;38;518;149;851
"600";"5. Optimal adjusted";"5. Optimal adjusted";100;400;118;282;534;466
"601";"1. Random";"1. Random";101;406;97;309;490;510
"602";"6. Biased  coin";"6. Biased  coin";101;422;101;321;500;501
"603";"2. Neyman known";"2. Neyman known";101;418;97;321;470;530
"604";"3. RSIHR Known";"3. RSIHR Known";101;486;79;407;361;639
"605";"4. Rosenberger known";"4. Rosenberger known";101;558;34;524;148;852
"606";"5. Optimal adjusted";"5. Optimal adjusted";101;400;107;293;525;475
"607";"1. Random";"1. Random";102;402;101;301;504;496
"608";"6. Biased  coin";"6. Biased  coin";102;394;100;294;500;500
"609";"2. Neyman known";"2. Neyman known";102;409;85;324;462;538
"610";"3. RSIHR Known";"3. RSIHR Known";102;478;66;412;329;671
"611";"4. Rosenberger known";"4. Rosenberger known";102;560;28;532;136;864
"612";"5. Optimal adjusted";"5. Optimal adjusted";102;389;104;285;522;478
"613";"1. Random";"1. Random";103;400;102;298;515;485
"614";"6. Biased  coin";"6. Biased  coin";103;419;103;316;501;500
"615";"2. Neyman known";"2. Neyman known";103;443;91;352;445;555
"616";"3. RSIHR Known";"3. RSIHR Known";103;435;65;370;390;610
"617";"4. Rosenberger known";"4. Rosenberger known";103;568;22;546;119;881
"618";"5. Optimal adjusted";"5. Optimal adjusted";103;377;110;267;566;434
"619";"1. Random";"1. Random";104;429;101;328;476;524
"620";"6. Biased  coin";"6. Biased  coin";104;383;99;284;504;498
"621";"2. Neyman known";"2. Neyman known";104;444;106;338;445;555
"622";"3. RSIHR Known";"3. RSIHR Known";104;456;72;384;375;625
"623";"4. Rosenberger known";"4. Rosenberger known";104;520;27;493;151;849
"624";"5. Optimal adjusted";"5. Optimal adjusted";104;400;104;296;524;476
"625";"1. Random";"1. Random";105;399;89;310;499;501
"626";"6. Biased  coin";"6. Biased  coin";105;383;88;295;503;500
"627";"2. Neyman known";"2. Neyman known";105;435;95;340;458;542
"628";"3. RSIHR Known";"3. RSIHR Known";105;471;65;406;325;675
"629";"4. Rosenberger known";"4. Rosenberger known";105;545;30;515;159;841
"630";"5. Optimal adjusted";"5. Optimal adjusted";105;373;105;268;542;458
"631";"1. Random";"1. Random";106;382;86;296;493;507
"632";"6. Biased  coin";"6. Biased  coin";106;394;102;292;500;500
"633";"2. Neyman known";"2. Neyman known";106;406;81;325;434;566
"634";"3. RSIHR Known";"3. RSIHR Known";106;457;72;385;366;634
"635";"4. Rosenberger known";"4. Rosenberger known";106;530;28;502;157;843
"636";"5. Optimal adjusted";"5. Optimal adjusted";106;374;96;278;542;458
"637";"1. Random";"1. Random";107;440;108;332;484;516
"638";"6. Biased  coin";"6. Biased  coin";107;419;104;315;500;500
"639";"2. Neyman known";"2. Neyman known";107;467;106;361;444;556
"640";"3. RSIHR Known";"3. RSIHR Known";107;479;67;412;333;667
"641";"4. Rosenberger known";"4. Rosenberger known";107;552;30;522;158;842
"642";"5. Optimal adjusted";"5. Optimal adjusted";107;415;113;302;509;491
"643";"1. Random";"1. Random";108;419;103;316;480;520
"644";"6. Biased  coin";"6. Biased  coin";108;416;104;312;501;500
"645";"2. Neyman known";"2. Neyman known";108;425;102;323;460;540
"646";"3. RSIHR Known";"3. RSIHR Known";108;453;80;373;364;636
"647";"4. Rosenberger known";"4. Rosenberger known";108;534;26;508;137;863
"648";"5. Optimal adjusted";"5. Optimal adjusted";108;398;121;277;540;460
"649";"1. Random";"1. Random";109;420;99;321;492;508
"650";"6. Biased  coin";"6. Biased  coin";109;414;98;316;499;502
"651";"2. Neyman known";"2. Neyman known";109;435;104;331;437;563
"652";"3. RSIHR Known";"3. RSIHR Known";109;474;91;383;392;608
"653";"4. Rosenberger known";"4. Rosenberger known";109;563;27;536;126;874
"654";"5. Optimal adjusted";"5. Optimal adjusted";109;369;106;263;556;444
"655";"1. Random";"1. Random";110;397;111;286;526;474
"656";"6. Biased  coin";"6. Biased  coin";110;421;104;317;499;501
"657";"2. Neyman known";"2. Neyman known";110;432;94;338;447;553
"658";"3. RSIHR Known";"3. RSIHR Known";110;454;84;370;390;610
"659";"4. Rosenberger known";"4. Rosenberger known";110;548;29;519;147;853
"660";"5. Optimal adjusted";"5. Optimal adjusted";110;418;118;300;526;474
"661";"1. Random";"1. Random";111;407;86;321;468;532
"662";"6. Biased  coin";"6. Biased  coin";111;402;100;302;502;500
"663";"2. Neyman known";"2. Neyman known";111;432;85;347;441;559
"664";"3. RSIHR Known";"3. RSIHR Known";111;447;75;372;376;624
"665";"4. Rosenberger known";"4. Rosenberger known";111;542;39;503;160;840
"666";"5. Optimal adjusted";"5. Optimal adjusted";111;375;105;270;548;452
"667";"1. Random";"1. Random";112;401;105;296;518;482
"668";"6. Biased  coin";"6. Biased  coin";112;397;96;301;502;499
"669";"2. Neyman known";"2. Neyman known";112;424;87;337;450;550
"670";"3. RSIHR Known";"3. RSIHR Known";112;439;76;363;381;619
"671";"4. Rosenberger known";"4. Rosenberger known";112;559;26;533;141;859
"672";"5. Optimal adjusted";"5. Optimal adjusted";112;394;100;294;537;463
"673";"1. Random";"1. Random";113;389;74;315;482;518
"674";"6. Biased  coin";"6. Biased  coin";113;372;82;290;501;500
"675";"2. Neyman known";"2. Neyman known";113;372;92;280;493;507
"676";"3. RSIHR Known";"3. RSIHR Known";113;444;58;386;348;652
"677";"4. Rosenberger known";"4. Rosenberger known";113;522;32;490;153;847
"678";"5. Optimal adjusted";"5. Optimal adjusted";113;373;94;279;510;490
"679";"1. Random";"1. Random";114;399;83;316;481;519
"680";"6. Biased  coin";"6. Biased  coin";114;392;91;301;502;500
"681";"2. Neyman known";"2. Neyman known";114;430;88;342;445;555
"682";"3. RSIHR Known";"3. RSIHR Known";114;447;65;382;361;639
"683";"4. Rosenberger known";"4. Rosenberger known";114;545;21;524;144;856
"684";"5. Optimal adjusted";"5. Optimal adjusted";114;380;104;276;541;459
"685";"1. Random";"1. Random";115;379;89;290;481;519
"686";"6. Biased  coin";"6. Biased  coin";115;397;112;285;502;499
"687";"2. Neyman known";"2. Neyman known";115;395;98;297;448;552
"688";"3. RSIHR Known";"3. RSIHR Known";115;427;64;363;358;642
"689";"4. Rosenberger known";"4. Rosenberger known";115;534;30;504;136;864
"690";"5. Optimal adjusted";"5. Optimal adjusted";115;353;114;239;556;444
"691";"1. Random";"1. Random";116;404;87;317;486;514
"692";"6. Biased  coin";"6. Biased  coin";116;405;99;306;499;502
"693";"2. Neyman known";"2. Neyman known";116;414;78;336;455;545
